Latitude,Longitude,Name,Description
43.52,-81.8,93253,LakeHuron
43.48,-81.8,93254,LakeHuron
43.44,-81.8,93255,LakeHuron
43.4,-81.8,93256,LakeHuron
43.36,-81.8,93257,LakeHuron
43.32,-81.84,93258,LakeHuron
43.32,-81.88,93259,LakeHuron
43.28,-81.92,93260,LakeHuron
43.28,-81.96,93261,LakeHuron
43.28,-82,93262,LakeHuron
43.24,-82.04,93263,LakeHuron
43.2,-82.08,93264,LakeHuron
43.16,-82.12,93265,LakeHuron
43.16,-82.16,93266,LakeHuron
43.12,-82.2,93267,LakeHuron
43.12,-82.24,93268,LakeHuron
43.08,-82.28,93269,LakeHuron
43.08,-82.32,93270,LakeHuron
43.08,-82.36,93271,LakeHuron
43.08,-82.4,93272,LakeHuron
44.12,-83.2,93273,LakeHuron
44.16,-83.28,93274,LakeHuron
44.2,-83.32,93275,LakeHuron
44.6,-80.24,93276,LakeHuron
44.6,-80.28,93277,LakeHuron
44.6,-80.32,93278,LakeHuron
44.6,-80.36,93279,LakeHuron
44.6,-80.4,93280,LakeHuron
44.64,-80.44,93281,LakeHuron
44.64,-80.48,93282,LakeHuron
44.68,-80.52,93283,LakeHuron
44.72,-80.56,93284,LakeHuron
44.76,-80.6,93285,LakeHuron
44.8,-80.64,93286,LakeHuron
44.8,-80.68,93287,LakeHuron
44.8,-80.72,93288,LakeHuron
44.8,-80.76,93289,LakeHuron
44.8,-80.8,93290,LakeHuron
44.8,-80.84,93291,LakeHuron
44.84,-80.84,93292,LakeHuron
44.88,-80.88,93293,LakeHuron
44.92,-80.92,93294,LakeHuron
44.96,-80.88,93295,LakeHuron
45,-80.92,93296,LakeHuron
45.04,-80.96,93297,LakeHuron
45.04,-81,93298,LakeHuron
45.04,-81.04,93299,LakeHuron
45.04,-81.08,93300,LakeHuron
45.04,-81.12,93301,LakeHuron
45.04,-81.16,93302,LakeHuron
45.08,-81.2,93303,LakeHuron
45.12,-81.2,93304,LakeHuron
45.16,-81.24,93305,LakeHuron
45.2,-81.24,93306,LakeHuron
45.24,-81.2,93307,LakeHuron
45.28,-81.2,93308,LakeHuron
45.32,-81.2,93309,LakeHuron
45.32,-81.24,93310,LakeHuron
45.32,-81.28,93311,LakeHuron
45.32,-81.32,93312,LakeHuron
45.32,-81.36,93313,LakeHuron
45.32,-81.4,93314,LakeHuron
45.32,-81.44,93315,LakeHuron
45.32,-81.48,93316,LakeHuron
45.32,-81.52,93317,LakeHuron
45.32,-81.56,93318,LakeHuron
45.32,-81.6,93319,LakeHuron
45.4,-81.64,93320,LakeHuron
45.48,-81.64,93321,LakeHuron
45.52,-81.64,93322,LakeHuron
45.56,-81.68,93323,LakeHuron
45.6,-81.64,93324,LakeHuron
45.64,-81.64,93325,LakeHuron
45.68,-81.6,93326,LakeHuron
45.72,-81.56,93327,LakeHuron
45.76,-81.52,93328,LakeHuron
45.8,-81.52,93329,LakeHuron
45.84,-81.52,93330,LakeHuron
45.88,-81.52,93331,LakeHuron
45.88,-81.48,93332,LakeHuron
45.88,-81.44,93333,LakeHuron
45.88,-81.4,93334,LakeHuron
45.88,-81.36,93335,LakeHuron
45.88,-81.32,93336,LakeHuron
45.88,-81.28,93337,LakeHuron
45.88,-81.24,93338,LakeHuron
45.84,-81.2,93339,LakeHuron
45.84,-81.16,93340,LakeHuron
45.84,-81.12,93341,LakeHuron
45.84,-81.08,93342,LakeHuron
45.84,-81.04,93343,LakeHuron
45.84,-81,93344,LakeHuron
45.84,-80.96,93345,LakeHuron
45.84,-80.92,93346,LakeHuron
45.84,-80.88,93347,LakeHuron
45.84,-80.84,93348,LakeHuron
45.8,-80.76,93349,LakeHuron
45.76,-80.72,93350,LakeHuron
45.72,-80.72,93351,LakeHuron
45.68,-80.68,93352,LakeHuron
45.64,-80.68,93353,LakeHuron
45.6,-80.64,93354,LakeHuron
45.56,-80.6,93355,LakeHuron
45.52,-80.56,93356,LakeHuron
45.48,-80.56,93357,LakeHuron
45.44,-80.52,93358,LakeHuron
45.4,-80.48,93359,LakeHuron
45.36,-80.44,93360,LakeHuron
45.32,-80.4,93361,LakeHuron
45.28,-80.36,93362,LakeHuron
45.24,-80.32,93363,LakeHuron
45.2,-80.24,93364,LakeHuron
45.16,-80.24,93365,LakeHuron
45.12,-80.2,93366,LakeHuron
45.08,-80.16,93367,LakeHuron
45.04,-80.12,93368,LakeHuron
45,-80.12,93369,LakeHuron
44.96,-80.12,93370,LakeHuron
44.96,-80.16,93371,LakeHuron
44.96,-80.2,93372,LakeHuron
44.96,-80.24,93373,LakeHuron
44.92,-80.28,93374,LakeHuron
44.92,-80.32,93375,LakeHuron
44.88,-80.32,93376,LakeHuron
44.84,-80.32,93377,LakeHuron
44.8,-80.32,93378,LakeHuron
44.76,-80.28,93379,LakeHuron
44.72,-80.24,93380,LakeHuron
44.72,-80.2,93381,LakeHuron
44.68,-80.16,93382,LakeHuron
44.64,-80.12,93383,LakeHuron
44.6,-80.08,93384,LakeHuron
44.56,-80.08,93385,LakeHuron
44.52,-80.12,93386,LakeHuron
44.56,-80.16,93387,LakeHuron
44.56,-80.2,93388,LakeHuron
46,-82.48,93389,LakeHuron
46,-82.52,93390,LakeHuron
46,-82.56,93391,LakeHuron
46.04,-82.6,93392,LakeHuron
46.04,-82.64,93393,LakeHuron
46.04,-82.68,93394,LakeHuron
46,-82.72,93395,LakeHuron
46,-82.76,93396,LakeHuron
46.04,-82.8,93397,LakeHuron
46.04,-82.84,93398,LakeHuron
46.04,-82.92,93399,LakeHuron
46.04,-82.96,93400,LakeHuron
46,-83,93401,LakeHuron
46,-83.04,93402,LakeHuron
46,-83.08,93403,LakeHuron
46,-83.12,93404,LakeHuron
46.04,-83.16,93405,LakeHuron
46.04,-83.2,93406,LakeHuron
46.04,-83.24,93407,LakeHuron
46.04,-83.28,93408,LakeHuron
46.04,-83.32,93409,LakeHuron
46.08,-83.36,93410,LakeHuron
46.08,-83.4,93411,LakeHuron
46.08,-83.44,93412,LakeHuron
46.08,-83.48,93413,LakeHuron
46.08,-83.52,93414,LakeHuron
46.12,-83.56,93415,LakeHuron
46.16,-83.56,93416,LakeHuron
46.16,-83.52,93417,LakeHuron
46.16,-83.48,93418,LakeHuron
46.16,-83.4,93419,LakeHuron
46.12,-83.32,93420,LakeHuron
46.12,-83.28,93421,LakeHuron
46.12,-83.24,93422,LakeHuron
46.12,-83.2,93423,LakeHuron
46.12,-83.16,93424,LakeHuron
46.12,-83.12,93425,LakeHuron
46.12,-83.08,93426,LakeHuron
46.12,-83.04,93427,LakeHuron
46.08,-83,93428,LakeHuron
46.08,-82.88,93429,LakeHuron
46.12,-82.88,93430,LakeHuron
46.12,-82.84,93431,LakeHuron
46.12,-82.8,93432,LakeHuron
46.12,-82.76,93433,LakeHuron
46.08,-82.72,93434,LakeHuron
46.08,-82.68,93435,LakeHuron
46.08,-82.64,93436,LakeHuron
46.08,-82.6,93437,LakeHuron
46.08,-82.56,93438,LakeHuron
46.08,-82.52,93439,LakeHuron
46.08,-82.48,93440,LakeHuron
46.04,-82.48,93441,LakeHuron
46.52,-84.72,95001,LakeSuperior
46.52,-84.76,95002,LakeSuperior
46.52,-84.8,95003,LakeSuperior
46.52,-84.84,95004,LakeSuperior
46.52,-84.88,95005,LakeSuperior
46.52,-84.92,95006,LakeSuperior
46.56,-84.96,95007,LakeSuperior
46.6,-84.96,95008,LakeSuperior
46.64,-84.96,95009,LakeSuperior
46.68,-84.96,95010,LakeSuperior
46.72,-84.92,95011,LakeSuperior
46.76,-84.88,95012,LakeSuperior
46.8,-84.88,95013,LakeSuperior
46.84,-84.92,95014,LakeSuperior
46.84,-84.96,95015,LakeSuperior
46.84,-85,95016,LakeSuperior
46.84,-85.04,95017,LakeSuperior
46.84,-85.08,95018,LakeSuperior
46.84,-85.12,95019,LakeSuperior
46.84,-85.16,95020,LakeSuperior
46.84,-85.2,95021,LakeSuperior
46.8,-85.24,95022,LakeSuperior
46.8,-85.28,95023,LakeSuperior
46.8,-85.32,95024,LakeSuperior
46.8,-85.36,95025,LakeSuperior
46.76,-85.4,95026,LakeSuperior
46.76,-85.44,95027,LakeSuperior
46.76,-85.48,95028,LakeSuperior
46.72,-85.52,95029,LakeSuperior
46.72,-85.56,95030,LakeSuperior
46.72,-85.6,95031,LakeSuperior
46.72,-85.64,95032,LakeSuperior
46.72,-85.68,95033,LakeSuperior
46.72,-85.72,95034,LakeSuperior
46.72,-85.76,95035,LakeSuperior
46.76,-85.8,95036,LakeSuperior
46.76,-85.84,95037,LakeSuperior
46.76,-85.88,95038,LakeSuperior
46.76,-85.92,95039,LakeSuperior
46.76,-85.96,95040,LakeSuperior
46.76,-86,95041,LakeSuperior
46.72,-86.04,95042,LakeSuperior
46.72,-86.08,95043,LakeSuperior
46.72,-86.12,95044,LakeSuperior
46.72,-86.16,95045,LakeSuperior
46.72,-86.2,95046,LakeSuperior
46.68,-86.24,95047,LakeSuperior
46.68,-86.28,95048,LakeSuperior
46.64,-86.32,95049,LakeSuperior
46.64,-86.36,95050,LakeSuperior
46.64,-86.4,95051,LakeSuperior
46.6,-86.44,95052,LakeSuperior
46.6,-86.48,95053,LakeSuperior
46.6,-86.52,95054,LakeSuperior
46.56,-86.56,95055,LakeSuperior
46.56,-86.6,95056,LakeSuperior
46.6,-86.6,95057,LakeSuperior
46.64,-86.64,95058,LakeSuperior
46.64,-86.68,95059,LakeSuperior
46.6,-86.72,95060,LakeSuperior
46.56,-86.76,95061,LakeSuperior
46.52,-86.76,95062,LakeSuperior
46.52,-86.8,95063,LakeSuperior
46.48,-86.84,95064,LakeSuperior
46.48,-86.88,95065,LakeSuperior
46.52,-86.88,95066,LakeSuperior
46.56,-86.92,95067,LakeSuperior
46.6,-86.96,95068,LakeSuperior
46.6,-87,95069,LakeSuperior
46.6,-87.04,95070,LakeSuperior
46.6,-87.08,95071,LakeSuperior
46.56,-87.12,95072,LakeSuperior
46.56,-87.16,95073,LakeSuperior
46.56,-87.2,95074,LakeSuperior
46.56,-87.24,95075,LakeSuperior
46.56,-87.28,95076,LakeSuperior
46.56,-87.32,95077,LakeSuperior
46.6,-87.36,95078,LakeSuperior
46.64,-87.4,95079,LakeSuperior
46.64,-87.44,95080,LakeSuperior
46.68,-87.48,95081,LakeSuperior
46.72,-87.52,95082,LakeSuperior
46.76,-87.52,95083,LakeSuperior
46.8,-87.56,95084,LakeSuperior
46.84,-87.6,95085,LakeSuperior
46.88,-87.64,95086,LakeSuperior
46.92,-87.68,95087,LakeSuperior
46.92,-87.72,95088,LakeSuperior
46.96,-87.76,95089,LakeSuperior
46.96,-87.8,95090,LakeSuperior
46.96,-87.84,95091,LakeSuperior
46.96,-87.88,95092,LakeSuperior
46.96,-87.92,95093,LakeSuperior
46.96,-87.96,95094,LakeSuperior
46.96,-88,95095,LakeSuperior
46.96,-88.04,95096,LakeSuperior
47,-88.08,95097,LakeSuperior
47.04,-88.12,95098,LakeSuperior
47.04,-88.16,95099,LakeSuperior
47.04,-88.2,95100,LakeSuperior
47,-88.24,95101,LakeSuperior
47,-88.28,95102,LakeSuperior
46.96,-88.32,95103,LakeSuperior
46.92,-88.36,95104,LakeSuperior
46.88,-88.4,95105,LakeSuperior
46.92,-88.4,95106,LakeSuperior
47,-88.32,95107,LakeSuperior
47.04,-88.28,95108,LakeSuperior
47.08,-88.28,95109,LakeSuperior
47.12,-88.24,95110,LakeSuperior
47.12,-88.2,95111,LakeSuperior
47.16,-88.16,95112,LakeSuperior
47.2,-88.12,95113,LakeSuperior
47.2,-88.08,95114,LakeSuperior
47.24,-88.04,95115,LakeSuperior
47.24,-88,95116,LakeSuperior
47.28,-87.96,95117,LakeSuperior
47.32,-87.92,95118,LakeSuperior
47.32,-87.88,95119,LakeSuperior
47.32,-87.84,95120,LakeSuperior
47.32,-87.8,95121,LakeSuperior
47.32,-87.76,95122,LakeSuperior
47.32,-87.72,95123,LakeSuperior
47.36,-87.68,95124,LakeSuperior
47.36,-87.64,95125,LakeSuperior
47.4,-87.64,95126,LakeSuperior
47.44,-87.64,95127,LakeSuperior
47.48,-87.64,95128,LakeSuperior
47.52,-87.64,95129,LakeSuperior
47.52,-87.68,95130,LakeSuperior
47.52,-87.72,95131,LakeSuperior
47.52,-87.76,95132,LakeSuperior
47.52,-87.8,95133,LakeSuperior
47.56,-87.84,95134,LakeSuperior
47.56,-87.88,95135,LakeSuperior
47.56,-87.92,95136,LakeSuperior
47.56,-87.96,95137,LakeSuperior
47.56,-88,95138,LakeSuperior
47.56,-88.04,95139,LakeSuperior
47.56,-88.08,95140,LakeSuperior
47.52,-88.12,95141,LakeSuperior
47.52,-88.16,95142,LakeSuperior
47.52,-88.2,95143,LakeSuperior
47.48,-88.24,95144,LakeSuperior
47.48,-88.28,95145,LakeSuperior
47.48,-88.32,95146,LakeSuperior
47.44,-88.36,95147,LakeSuperior
47.44,-88.4,95148,LakeSuperior
47.44,-88.44,95149,LakeSuperior
47.4,-88.48,95150,LakeSuperior
47.36,-88.52,95151,LakeSuperior
47.32,-88.56,95152,LakeSuperior
47.32,-88.6,95153,LakeSuperior
47.28,-88.64,95154,LakeSuperior
47.28,-88.68,95155,LakeSuperior
47.28,-88.72,95156,LakeSuperior
47.24,-88.76,95157,LakeSuperior
47.2,-88.8,95158,LakeSuperior
47.16,-88.84,95159,LakeSuperior
47.16,-88.88,95160,LakeSuperior
47.12,-88.92,95161,LakeSuperior
47.08,-88.96,95162,LakeSuperior
47.04,-89,95163,LakeSuperior
47.04,-89.04,95164,LakeSuperior
47.04,-89.08,95165,LakeSuperior
47.04,-89.12,95166,LakeSuperior
47.04,-89.16,95167,LakeSuperior
47,-89.2,95168,LakeSuperior
46.96,-89.24,95169,LakeSuperior
46.96,-89.28,95170,LakeSuperior
46.96,-89.32,95171,LakeSuperior
46.92,-89.36,95172,LakeSuperior
46.92,-89.4,95173,LakeSuperior
46.88,-89.44,95174,LakeSuperior
46.88,-89.48,95175,LakeSuperior
46.88,-89.52,95176,LakeSuperior
46.88,-89.56,95177,LakeSuperior
46.88,-89.6,95178,LakeSuperior
46.88,-89.64,95179,LakeSuperior
46.88,-89.68,95180,LakeSuperior
46.88,-89.72,95181,LakeSuperior
46.88,-89.76,95182,LakeSuperior
46.88,-89.8,95183,LakeSuperior
46.88,-89.84,95184,LakeSuperior
46.84,-89.88,95185,LakeSuperior
46.8,-89.92,95186,LakeSuperior
46.76,-89.96,95187,LakeSuperior
46.76,-90,95188,LakeSuperior
46.72,-90.04,95189,LakeSuperior
46.72,-90.08,95190,LakeSuperior
46.72,-90.12,95191,LakeSuperior
46.72,-90.16,95192,LakeSuperior
46.68,-90.2,95193,LakeSuperior
46.68,-90.24,95194,LakeSuperior
46.68,-90.28,95195,LakeSuperior
46.68,-90.32,95196,LakeSuperior
46.68,-90.36,95197,LakeSuperior
46.64,-90.4,95198,LakeSuperior
46.64,-90.44,95199,LakeSuperior
46.64,-90.48,95200,LakeSuperior
46.64,-90.52,95201,LakeSuperior
46.64,-90.56,95202,LakeSuperior
46.68,-90.6,95203,LakeSuperior
46.72,-90.64,95204,LakeSuperior
46.72,-90.68,95205,LakeSuperior
46.76,-90.64,95206,LakeSuperior
46.76,-90.6,95207,LakeSuperior
46.8,-90.56,95208,LakeSuperior
46.8,-90.52,95209,LakeSuperior
46.8,-90.48,95210,LakeSuperior
46.84,-90.44,95211,LakeSuperior
46.88,-90.4,95212,LakeSuperior
46.92,-90.44,95213,LakeSuperior
46.96,-90.4,95214,LakeSuperior
47,-90.36,95215,LakeSuperior
47.04,-90.32,95216,LakeSuperior
47.08,-90.32,95217,LakeSuperior
47.12,-90.32,95218,LakeSuperior
47.16,-90.36,95219,LakeSuperior
47.16,-90.4,95220,LakeSuperior
47.16,-90.44,95221,LakeSuperior
47.12,-90.48,95222,LakeSuperior
47.12,-90.52,95223,LakeSuperior
47.12,-90.56,95224,LakeSuperior
47.12,-90.6,95225,LakeSuperior
47.12,-90.64,95226,LakeSuperior
47.12,-90.68,95227,LakeSuperior
47.08,-90.72,95228,LakeSuperior
47.04,-90.76,95229,LakeSuperior
47.04,-90.8,95230,LakeSuperior
47.04,-90.84,95231,LakeSuperior
47.04,-90.88,95232,LakeSuperior
47,-90.92,95233,LakeSuperior
47,-90.96,95234,LakeSuperior
47,-91,95235,LakeSuperior
46.96,-91.04,95236,LakeSuperior
46.96,-91.08,95237,LakeSuperior
46.96,-91.12,95238,LakeSuperior
46.96,-91.16,95239,LakeSuperior
46.96,-91.2,95240,LakeSuperior
46.92,-91.24,95241,LakeSuperior
46.88,-91.28,95242,LakeSuperior
46.88,-91.32,95243,LakeSuperior
46.88,-91.36,95244,LakeSuperior
46.84,-91.4,95245,LakeSuperior
46.84,-91.44,95246,LakeSuperior
46.84,-91.48,95247,LakeSuperior
46.8,-91.52,95248,LakeSuperior
46.8,-91.56,95249,LakeSuperior
46.8,-91.6,95250,LakeSuperior
46.8,-91.64,95251,LakeSuperior
46.76,-91.72,95252,LakeSuperior
46.76,-91.76,95253,LakeSuperior
46.76,-91.8,95254,LakeSuperior
46.76,-91.84,95255,LakeSuperior
46.76,-91.88,95256,LakeSuperior
46.76,-91.92,95257,LakeSuperior
46.76,-91.96,95258,LakeSuperior
46.76,-92,95259,LakeSuperior
46.8,-91.96,95260,LakeSuperior
46.8,-91.92,95261,LakeSuperior
46.84,-91.88,95262,LakeSuperior
46.88,-91.84,95263,LakeSuperior
46.88,-91.8,95264,LakeSuperior
46.88,-91.76,95265,LakeSuperior
46.92,-91.72,95266,LakeSuperior
46.96,-91.68,95267,LakeSuperior
46.96,-91.64,95268,LakeSuperior
47,-91.6,95269,LakeSuperior
47,-91.56,95270,LakeSuperior
47.04,-91.52,95271,LakeSuperior
47.08,-91.48,95272,LakeSuperior
47.08,-91.44,95273,LakeSuperior
47.08,-91.4,95274,LakeSuperior
47.12,-91.36,95275,LakeSuperior
47.16,-91.32,95276,LakeSuperior
47.2,-91.28,95277,LakeSuperior
47.24,-91.24,95278,LakeSuperior
47.28,-91.2,95279,LakeSuperior
47.32,-91.12,95280,LakeSuperior
47.36,-91.08,95281,LakeSuperior
47.4,-91.04,95282,LakeSuperior
47.4,-91,95283,LakeSuperior
47.44,-90.96,95284,LakeSuperior
47.44,-90.92,95285,LakeSuperior
47.48,-90.88,95286,LakeSuperior
47.48,-90.84,95287,LakeSuperior
47.52,-90.8,95288,LakeSuperior
47.52,-90.76,95289,LakeSuperior
47.56,-90.72,95290,LakeSuperior
47.6,-90.68,95291,LakeSuperior
47.6,-90.64,95292,LakeSuperior
47.6,-90.6,95293,LakeSuperior
47.64,-90.56,95294,LakeSuperior
47.64,-90.52,95295,LakeSuperior
47.64,-90.48,95296,LakeSuperior
47.64,-90.44,95297,LakeSuperior
47.68,-90.4,95298,LakeSuperior
47.68,-90.36,95299,LakeSuperior
47.68,-90.32,95300,LakeSuperior
47.68,-90.28,95301,LakeSuperior
47.72,-90.24,95302,LakeSuperior
47.72,-90.2,95303,LakeSuperior
47.72,-90.16,95304,LakeSuperior
47.72,-90.12,95305,LakeSuperior
47.72,-90.08,95306,LakeSuperior
47.76,-90.04,95307,LakeSuperior
47.76,-90,95308,LakeSuperior
47.76,-89.96,95309,LakeSuperior
47.8,-89.92,95310,LakeSuperior
47.8,-89.88,95311,LakeSuperior
47.8,-89.84,95312,LakeSuperior
47.84,-89.8,95313,LakeSuperior
47.88,-89.72,95314,LakeSuperior
47.88,-89.68,95315,LakeSuperior
47.88,-89.64,95316,LakeSuperior
47.92,-89.6,95317,LakeSuperior
47.92,-89.56,95318,LakeSuperior
47.92,-89.52,95319,LakeSuperior
47.92,-89.48,95320,LakeSuperior
47.96,-89.44,95321,LakeSuperior
48,-89.4,95322,LakeSuperior
48.04,-89.36,95323,LakeSuperior
48.08,-89.32,95324,LakeSuperior
48.12,-89.28,95325,LakeSuperior
48.12,-89.24,95326,LakeSuperior
48.16,-89.2,95327,LakeSuperior
48.16,-89.16,95328,LakeSuperior
48.16,-89.12,95329,LakeSuperior
48.16,-89.08,95330,LakeSuperior
48.16,-89.04,95331,LakeSuperior
48.2,-89,95332,LakeSuperior
48.24,-88.96,95333,LakeSuperior
48.24,-88.92,95334,LakeSuperior
48.24,-88.88,95335,LakeSuperior
48.28,-88.84,95336,LakeSuperior
48.28,-88.8,95337,LakeSuperior
48.28,-88.76,95338,LakeSuperior
48.28,-88.72,95339,LakeSuperior
48.28,-88.68,95340,LakeSuperior
48.28,-88.64,95341,LakeSuperior
48.32,-88.6,95342,LakeSuperior
48.32,-88.56,95343,LakeSuperior
48.36,-88.52,95344,LakeSuperior
48.4,-88.48,95345,LakeSuperior
48.44,-88.44,95346,LakeSuperior
48.44,-88.4,95347,LakeSuperior
48.44,-88.36,95348,LakeSuperior
48.44,-88.32,95349,LakeSuperior
48.44,-88.28,95350,LakeSuperior
48.48,-88.24,95351,LakeSuperior
48.52,-88.2,95352,LakeSuperior
48.52,-88.16,95353,LakeSuperior
48.56,-88.12,95354,LakeSuperior
48.56,-88.08,95355,LakeSuperior
48.6,-88.04,95356,LakeSuperior
48.6,-88,95357,LakeSuperior
48.64,-87.96,95358,LakeSuperior
48.68,-87.92,95359,LakeSuperior
48.68,-87.88,95360,LakeSuperior
48.68,-87.84,95361,LakeSuperior
48.68,-87.8,95362,LakeSuperior
48.68,-87.76,95363,LakeSuperior
48.68,-87.72,95364,LakeSuperior
48.68,-87.68,95365,LakeSuperior
48.68,-87.64,95366,LakeSuperior
48.72,-87.6,95367,LakeSuperior
48.72,-87.56,95368,LakeSuperior
48.72,-87.52,95369,LakeSuperior
48.68,-87.48,95370,LakeSuperior
48.68,-87.44,95371,LakeSuperior
48.68,-87.4,95372,LakeSuperior
48.68,-87.36,95373,LakeSuperior
48.72,-87.32,95374,LakeSuperior
48.68,-87.28,95375,LakeSuperior
48.68,-87.24,95376,LakeSuperior
48.68,-87.2,95377,LakeSuperior
48.72,-87.16,95378,LakeSuperior
48.72,-87.12,95379,LakeSuperior
48.72,-87.08,95380,LakeSuperior
48.72,-87.04,95381,LakeSuperior
48.72,-87,95382,LakeSuperior
48.72,-86.96,95383,LakeSuperior
48.72,-86.92,95384,LakeSuperior
48.68,-86.88,95385,LakeSuperior
48.68,-86.84,95386,LakeSuperior
48.68,-86.8,95387,LakeSuperior
48.72,-86.76,95388,LakeSuperior
48.72,-86.72,95389,LakeSuperior
48.72,-86.68,95390,LakeSuperior
48.72,-86.64,95391,LakeSuperior
48.68,-86.6,95392,LakeSuperior
48.64,-86.56,95393,LakeSuperior
48.68,-86.52,95394,LakeSuperior
48.68,-86.48,95395,LakeSuperior
48.68,-86.44,95396,LakeSuperior
48.64,-86.44,95397,LakeSuperior
48.6,-86.4,95398,LakeSuperior
48.56,-86.36,95399,LakeSuperior
48.52,-86.32,95400,LakeSuperior
48.48,-86.32,95401,LakeSuperior
48.44,-86.28,95402,LakeSuperior
48.4,-86.28,95403,LakeSuperior
48.4,-86.24,95404,LakeSuperior
48.36,-86.24,95405,LakeSuperior
48.32,-86.24,95406,LakeSuperior
48.28,-86.24,95407,LakeSuperior
48.24,-86.2,95408,LakeSuperior
48.2,-86.16,95409,LakeSuperior
48.16,-86.16,95410,LakeSuperior
48.12,-86.12,95411,LakeSuperior
48.08,-86.12,95412,LakeSuperior
48.04,-86.08,95413,LakeSuperior
48,-86.04,95414,LakeSuperior
48,-86,95415,LakeSuperior
48,-85.96,95416,LakeSuperior
47.96,-85.92,95417,LakeSuperior
47.92,-85.88,95418,LakeSuperior
47.92,-85.84,95419,LakeSuperior
47.88,-85.8,95420,LakeSuperior
47.88,-85.76,95421,LakeSuperior
47.88,-85.72,95422,LakeSuperior
47.84,-85.68,95423,LakeSuperior
47.84,-85.64,95424,LakeSuperior
47.84,-85.6,95425,LakeSuperior
47.84,-85.56,95426,LakeSuperior
47.84,-85.52,95427,LakeSuperior
47.84,-85.48,95428,LakeSuperior
47.84,-85.44,95429,LakeSuperior
47.88,-85.36,95430,LakeSuperior
47.88,-85.32,95431,LakeSuperior
47.88,-85.28,95432,LakeSuperior
47.88,-85.24,95433,LakeSuperior
47.88,-85.2,95434,LakeSuperior
47.88,-85.16,95435,LakeSuperior
47.88,-85.12,95436,LakeSuperior
47.88,-85.08,95437,LakeSuperior
47.88,-85.04,95438,LakeSuperior
47.88,-85,95439,LakeSuperior
47.84,-85,95440,LakeSuperior
47.8,-85,95441,LakeSuperior
47.76,-85,95442,LakeSuperior
47.72,-85.04,95443,LakeSuperior
47.68,-85.04,95444,LakeSuperior
47.64,-85.08,95445,LakeSuperior
47.6,-85.08,95446,LakeSuperior
47.56,-85.04,95447,LakeSuperior
47.52,-85,95448,LakeSuperior
47.48,-85,95449,LakeSuperior
47.44,-84.96,95450,LakeSuperior
47.44,-84.92,95451,LakeSuperior
47.44,-84.88,95452,LakeSuperior
47.44,-84.84,95453,LakeSuperior
47.4,-84.76,95454,LakeSuperior
47.36,-84.76,95455,LakeSuperior
47.32,-84.8,95456,LakeSuperior
47.28,-84.8,95457,LakeSuperior
47.24,-84.76,95458,LakeSuperior
47.2,-84.72,95459,LakeSuperior
47.16,-84.76,95460,LakeSuperior
47.12,-84.8,95461,LakeSuperior
47.08,-84.8,95462,LakeSuperior
47.04,-84.84,95463,LakeSuperior
47,-84.84,95464,LakeSuperior
46.96,-84.8,95465,LakeSuperior
46.92,-84.76,95466,LakeSuperior
46.88,-84.72,95467,LakeSuperior
46.88,-84.68,95468,LakeSuperior
46.88,-84.6,95469,LakeSuperior
46.84,-84.6,95470,LakeSuperior
46.8,-84.6,95471,LakeSuperior
46.76,-84.64,95472,LakeSuperior
46.72,-84.64,95473,LakeSuperior
46.68,-84.6,95474,LakeSuperior
46.64,-84.6,95475,LakeSuperior
46.6,-84.64,95476,LakeSuperior
46.56,-84.64,95477,LakeSuperior
46.56,-84.68,95478,LakeSuperior
47,-91.28,95479,LakeSuperior
47,-91.24,95480,LakeSuperior
47.04,-91.36,95481,LakeSuperior
47.04,-91.32,95482,LakeSuperior
47.08,-91.36,95483,LakeSuperior
47.16,-90.76,95484,LakeSuperior
47.16,-90.72,95485,LakeSuperior
47.2,-90.84,95486,LakeSuperior
47.2,-90.8,95487,LakeSuperior
47.24,-90.92,95488,LakeSuperior
47.24,-90.88,95489,LakeSuperior
47.28,-91,95490,LakeSuperior
47.28,-90.96,95491,LakeSuperior
47.32,-91.08,95492,LakeSuperior
47.32,-91.04,95493,LakeSuperior
46.92,-87.64,95494,LakeSuperior
46.96,-87.64,95495,LakeSuperior
47,-87.64,95496,LakeSuperior
47.04,-87.64,95497,LakeSuperior
47.08,-87.64,95498,LakeSuperior
47.12,-87.64,95499,LakeSuperior
47.16,-87.64,95500,LakeSuperior
47.2,-87.64,95501,LakeSuperior
47.24,-87.64,95502,LakeSuperior
47.28,-87.64,95503,LakeSuperior
47.32,-87.64,95504,LakeSuperior
47,-87.96,95505,LakeSuperior
47.04,-87.96,95506,LakeSuperior
47.08,-87.96,95507,LakeSuperior
47.12,-87.96,95508,LakeSuperior
47.16,-87.96,95509,LakeSuperior
47.2,-87.96,95510,LakeSuperior
47.24,-87.96,95511,LakeSuperior
42.76,-79.04,92001,LakeErie
42.76,-79.08,92002,LakeErie
42.72,-79.12,92003,LakeErie
42.68,-79.16,92004,LakeErie
42.64,-79.2,92005,LakeErie
42.6,-79.2,92006,LakeErie
42.6,-79.24,92007,LakeErie
42.6,-79.28,92008,LakeErie
42.56,-79.32,92009,LakeErie
42.56,-79.36,92010,LakeErie
42.56,-79.4,92011,LakeErie
42.52,-79.44,92012,LakeErie
42.48,-79.48,92013,LakeErie
42.48,-79.52,92014,LakeErie
42.44,-79.56,92015,LakeErie
42.4,-79.6,92016,LakeErie
